EvergreenPer_3000m MeanDepthCorrect WSA_ECO9
CropsPer_3000m MeanDepthCorrect WSA_ECO9
AlbersX WSA_ECO9
EvergreenPer_3000m WSA_ECO9
CropsPer_3000m WSA_ECO9
AlbersX WSA_ECO9
AlbersX AlbersY CropsPer_3000m DDs45 ELEV_PT EvergreenPer_3000m HerbWetPer_3000m MaxDepthCorrect MeanDepthCorrect MixedForPer_3000m WSA_ECO9
EvergreenPer_3000m WSA_ECO9
CropsPer_3000m WSA_ECO9
CropsPer_3000m WSA_ECO9
